seen|product|activity|web_desc
1|brushed softstreme ribbed zip flare pant 29 asia fit|on the move|these ribbed flares serve up softness and versatility unzip the hem for a dramatic flared look or zip them up for a subtler statement
1|brushed softstreme ribbed zip flared pant 325|on the move|these ribbed flares serve up softness and versatility unzip the hem for a dramatic flared look or zip them up for a subtler statement
2|fast and free highrise fleece crop 23|running|if youre an allweather runner grab this fleece version of our fast and free crops they offer warmth so you can focus on catching that runners high
4|fast and free reflective highrise crop 23|running|100 pure running freedom the fast and free collection powered by nulux fabric is about unrestricted movement and incredibly lightweight coverage that passes the squat test
4|fast and free highrise crop 23|running|100 pure running freedom the fast and free collection powered by nulux fabric is about unrestricted movement and incredibly lightweight coverage that passes the squat test
1|seawheeze fast and free highrise crop 23|running|your best pace awaits the fast and free collection powered by nulux fabric is about unrestricted movement and incredibly lightweight coverage that passes the squat test
1|fast and free highrise crop 23 brushed nulux|running|100 pure running freedom this coolweather version of our fast and free crop is made from brushed fabric for the weightless coverage you love plus a little extra warmth
1|all hours belt bag|on the move|that handsfree feeling this sleek roomy belt bag can be worn crossbody or around your waist
1|lightweight relaxedfit down jacket|on the move|like a hot drink on a cold and stormy night this downfilled jacket will warm you right up good thing we kept it lightweight so you can take the cozy vibes to go
1|all your small things mini pouch|on the move|designed to be your catchall for everything this pouch is the perfect place to store the essentials
2|all your small things mini pouch|on the move|designed to be your catchall for everything this pouch is the perfect place to store all your essentials throughout the day
1|all your small things mini pouch|on the move|throw in all the small things you need for your day this nofuss pouch can catch it all
2|insulated quilted gloves|on the move|keep your hands warm on city excursions with these quilted gloves insulation on the back keeps those chilly temperatures from reaching your fingers
1|womens find your balance studio crew sock online only|yoga|feel grounded in your practice these studio socks have grippers on the inside and outside to help you find your balance and keep the socks in place
2|surge jogger|running|these lightweight running joggers have zips at the cuff for quick on and off when youre warming up
2|train times highrise tight 25 asia fit|training|this versatile tight has you covered from training to boot camp the reinforced waistband lies flat and wont dig in or slide down
1|train times highrise tight 24|training|this versatile tight has you covered from training to bootcamp the waistband is reinforced and cut on the edge so it wont dig in or slide down
1|train times highrise tight 24|training|this versatile tight has you covered from training to boot camp the reinforced waistband lies flat and wont dig in or slide down
1|train times highrise tight 25|training|powered by our slick and supportive luxtreme fabric these versatile tights are ready for anything from indoor rides to outdoor runs
1|the yoga kit 3mm|yoga|whether yoga is already part of your daily life or youre just starting out this threeinone kit contains the essentials for your practice
1|team canada scuba oversized halfzip fleece hoodie|on the move|with an oversized fit and the soft cozy fabric you love this new halfzip scuba silhouette keeps your postpractice comfort at peak levelsnbspfor now you can purchase up to 5 items of the same colournbspornbsp10 of different colours
1|scuba oversized halfzip hoodie|on the move|with an oversized fit and the soft cozy fabric you love this new halfzip scuba silhouette keeps your postpractice comfort at peak levels
2|scuba oversized halfzip hoodie|on the move|with an oversized fit and the soft cozy fabric you love this new halfzip scuba silhouette keeps your postpractice comfort at peak levels for now you can purchase up to 5 items of the same colour 10 of different colours
1|classicfit fleece jogger|on the move|youve earned this kick back in these fleecy joggers for an instant dose of comfort any day of the week
1|team canada classicfit fleece jogger|on the move|youve earned this kick back in these fleecy joggers for an instant dose of comfort any day of the week
1|barrel duffle bag 24l with mylo online only|on the move|a choice companion with strategically placed pockets and a removable pouch this duffle is ready for gym or getaway
1|interior pouch as a||
1|reflective details||
1|twistback cotton tshirt|on the move|worn loose or tied up at the back this lightweight tee gives you ventilation and style options for a day on the go
1|crescent tank top|on the move|make that postpractice bliss feeling last all day long this lightweight tank is made from wrinkleresistant fabric so you can stash it in your bag and wear it after class
1|surge tight 22 nulux online only|running|not down to bare it all layer these lightweight tights under your shorts when youre heading out for a run
1|swiftly tech racerback tank top 20|on the move|you asked we listened the updated swiftly collection has an improved fit and added spandex so it wont bag out during sweaty workouts your favourite top just got better
1|swiftly speed racerback tank top 20|running|you love this one and we do too this favourite antistink tank is made with running and sweating in mind
1|swiftly speed racerback shine|running|whether youre racing or training this antistink tank gives you the lightweight breathable coverage you wantwith a little extra shine
1|lunar new year BrightJupiter align tank top|yoga|when feeling nothing is everything the align collection powered by nulu fabric is so weightless and buttery soft all you feel is your practice
3|scuba crew online only|on the move|this pullover is a perfect pre and posttraining layer its breathable warm and comfortable what more could you ask for
1|tidal flow full bottom ii|swim|this bottom was designed with a wide waistband and full bum coverageit has your back when youre hitting the waves
1|fourway stretch|uv protection|
2|squareneck running short sleeve shirt|running|from clocking miles to running errands this lightweight top will do the trick
1|fast and free short sleeve shirt reflective|running|from clocking miles to running errands this lightweight top will do the trick
1|womens secret sock 3pack|on the move|they think youre barefoot but your feet are dry and comfortable in these grippy noshow socks
1|womens secret sock 3pack|on the move|socks designed to stay hidden and keep your feet comfortable in lowcut shoes
1|ventlight high neck pullover|on the move|fresh air is calling your name say hello in this lightweight breathable pullover a halfzip collar and cinchable neckline let you control your coverage
2|la packable pullovertopillow|on the move|a reputation a vibe a way of life designed in la for you say farewell to awkward travel naps and hello to this soft warm pullover that folds into itself to become a pillow
2|always in motion boxer 5 3 pack|on the move|the good stuff these boxers feature an ergonomic design and supersoft quickdrying fabric for total comfort while working out or on the go
1|always in motion boxer 5 3 pack|on the move|from morning to night youre always in motion we made these boxers for everyday comfort with soft quickdrying fabric that keeps you ready for workouts and other sweaty situations
1|always in motion boxer 5 3 pack|on the move|find comfort where it matters most these soft quickdry boxers have you covered for workouts and all day everyday comfort
1|new year always in motion boxer 5 3 pack|on the move|the good stuff these boxers feature an ergonomic design and supersoft quickdrying fabric for total comfort while working out or on the go
1|ribbed turtleneck sweater|on the move|hello cozy coverage a high neck softly ribbed knit and hint of cashmere make it easy to snuggle into this relaxed turtleneck
1|tech and toasty knit gloves|on the move|these slimfitting gloves give your hands the breathable warmth they need on chilly days allseason long with thermoregulating merino wool
2|woven wool scarf|on the move|scarf wrap or blankettheres no wrong way to wear it
1|medium claw hair clip|on the move|wavy textured curly or straightwhatever kind of hair youve got this clip will keep it together
1|define jacket nulux asia fit|on the move|whether youre up for adventure or ready for down time feel empowered in this lightweight technical jacket that contours your body for a perfect doanything fit
1|airwrap modal crew online only|on the move|carry on in comfort this boxy pullover feels cool and smooth next to skin and dries quickly so you can continue your cooldown after the sweat stops
1|BrightJupiter x robert geller take the moment linerless short 6|training|go ahead pack just one pair of shorts these manage sweat in the gym and have plenty of storage for the trails
1|BrightJupiter x robert geller take the moment lined short 6|training|go ahead pack just one pair of shorts these manage sweat in the gym and have plenty of storage for the trails
1|define cropped jacket luxtreme|on the move|a fan favourite amplified we added a gathered cuff volume to the sleeves and a back vent to our classic define jacket for a fresh update thats adventureready
1|BrightJupiter lab insulated bucket hat|on the move|this insulated bucket hat keeps things functional use the buckle closure to adjust the fit or clip it onto your backpack when you make moves
1|underease ribbed highwaist brief 3 pack online only|on the move|the ones youll reach for these soft underwear move with you and dont dig in
1|truly tranquil bralette|yoga|feather light and ohsosoft this scoopneck bralette feels great all day its seamless so fewer lines show through your top
1|sneak out short sleeve shirt|on the move|its a tie but really its a win change the shape and style of this long slim tee anytime you want
2|all yours crew fleece|on the move|timeless basics should feel amazing and go with everything so we made the all yours collection from soft comfortable fabrics in easytowear silhouettes
2|all yours crew fleece|on the move|the all yours collection is made from soft comfortable fabrics and easytowear silhouettes that feel amazing and go with just about everything
1|seawheeze all yours crew fleece|on the move|your best adventure awaits the all yours collection is made from soft comfortable fabrics and easytowear silhouettes that feel amazing and go with just about everything
1|all yours crew fleece|on the move|the all yours collection ismade from soft comfortablefabrics and easytowearsilhouettes that feel amazingand go with just abouteverything
2|all yours crew fleece|on the move|your postpractice glow feels even better in this incredibly comfortable crew
1|hotty hot highrise short 4 colour block|running|max out that stride we designed these run shorts with a little extra room so you can move freely
1|la superhighrise jogger|on the move|a reputation a vibe a way of life designed in la for you these joggers offer nextlevel comfort whether you want to unwind or venture out
2|womens fleecelined insulated gloves tech|on the move|made for cold days these fleecelined waterrepellent gloves keep the chills from reaching your fingers
1|fleecelined insulated gloves|on the move|made for cold days these fleecelined waterrepellent gloves keeps the chills from reaching your fingers
1|love tank top|on the move|true love but in a tank this layering goto is a fan favourite for a reason before or after practice it always feels right
1|para backpack 23l|on the move|citified this sleek waterrepellent backpack has dedicated space for your workout gear and laptop plus plenty of quickaccess storage
1|fast and free running vest|running|this running vest has the storage you need to keep distance run essentials like hydration gels and your phone close as you head from trailhead to tree line
1|fine form bra medium support ae cups online only|training|let your boobs stay in their comfort zone while you push past yours powered by soft and supportive ultralu fabric this bras smooth fit gives you a natural shape and provides high coverage
1|waterproof hiking jacket|hiking|theres no offseason for outdoor adventure this waterproof hiking jacket has an easyaccess external pocket to stash soaked gear while you stay dry in wet weather
1|wunder under highrise tight 31 fullon luon online only|yoga|train ride or flow minimal seams a wide waistband and performance fabric makes the wunder under collection a sweaty staple
1|wunder under highrise tight 31 fullon luon|yoga|the one that started it all train flow and restore in the versatile wunder under collection luon fabric makes these tights a sweaty staple
1|all powered up bra medium support ag cups online only|training|get ready to get sweaty this technical bra keeps you powered up with support for mediumimpact workouts like cycling cardio and hiit
2|all powered up bra medium support ag cups online only|training|get ready to get sweaty this bra helps you feel powered up by offering support for mediumimpact workouts like cycling cardio and hiit
1|BrightJupiter lab reflective knit mockneck sweater online only|on the move|time to be seen this soft heavyweight mock neck sweater has reflective yarns knit directly into it creating a bold texturedgrid design
1|BrightJupiter lab vneck train bra print|training|this studioready lowprofile  vneck bra is designed with bonded straps and hook and eye closures for easy  onandoff
11|always in motion long boxer 7 online only|on the move|the good stuff these boxers feature an ergonomic design and supersoft quickdrying fabric for total comfort while working out or on the go
1|always in motion long boxer 7 online only|on the move|find comfort where it matters most these soft quickdry boxers have you covered for workouts and all day everyday comfort
5|BrightJupiter align superhighrise crop with pockets 21|yoga|when feeling nothing is everything powered by nulu fabric this version of our BrightJupiter align crop still feels weightless and butterysoft with added pockets for essentials
1|BrightJupiter lab oversized vented jacket|on the move|major layering potential  designed with a labexclusive  print this ultralightweight  shell has a large back vent  and oversized fit to keep you  cool and covered
1|tankandshort romper 3|on the move|a onepiece that looks like two attached at the front this relaxedfit romper makes for easy outfitting
1|city sleek 5 pocket highrise pant|on the move|work days or weekends powered by warpstreme fabric this jeansinspired fivepocket pant has a comfortable fit and performance fabric to keep you feeling good whenever wherever
1|city sleek 5 pocket highrise pant|on the move|say hello to your new everyday essentials inspired by classic fivepocket jeans these pants are powered by our warpstreme fabric to give you allday comfort
1|velour relaxed highrise pant|on the move|lounge but make it luxe made of soft velour fabric these relaxedfit pants glide across your skin with every movement
1|tough training crewneck tshirt|training|not everyone wants to work out in a tightfitting top get in your reps and sets with room to move in this relaxed lightweight top that stands up to barbells and sweat
1|fast and free singlet online only|running|what finish line this antistink breathable run singlet is made with superlightweight mesh fabric that may inspire you to just keep on going
1|balancer tank top|yoga|intention of the day move without restriction this ultrasoft silkblend yoga top likes crow pose savasana and everything in between
2|ribbed merino woolblend knit beanie|on the move|feeling frosty not anymore made from yarn thats lightweight and soft this slouchy knit beanie keeps the heat in and the chills out
1|lightweight boolux sweater|on the move|still running hot after your workout this lightweight antistink sweater stays fresh before and more importantly after you leave the gym
1|relaxed fit mesh jacket|on the move|feel breezy and bold covered and cool all at the same time this hooded jacket is made of a breathable openknit mesh that keeps the air flowing
2|scuba crew online only|on the move|like the thick substantial scuba hoodie you know and love now without the hood did someone say postpractice warmth
1|scuba crew online only|on the move|inspired by the scuba hoodie this crew neck will keep you cozy while locking in your heat post practice
2|twist knit mittens|on the move|no more chilly gaps on your wrists with these lightweight mittens the long cuff tucks into your jacket to keep the cold out and a hooded flap keeps your fingers covered
2|always effortless jacket online only|on the move|grey clouds or blue skiesthis waterrepellent jacket has a lining thats so soft youll want to wear it no matter the forecast
1|always effortless jacket online only|on the move|dressing for cloudy weather can be a challenge but this jacket makes it easy its treated to repel light rain and has a lining thats so soft against skin youll look forward to wearing it morning noon and night
1|drivers coat online only|on the move|form and function come together in this sleek waterrepellent coat its designed to accommodate the bodys natural movement and vented across the back for breathability
2|lightweight lined running short 4|running|lightweight lots of storage and a clipin waistband loop for extra layers these shorts are ready for your next long run
1|seawheeze lightweight running short 4|running|your best pace awaits lightweight lots of storage and a clipin waistband loop for extra layerssounds like these shorts are ready for your next long run
2|smocked swim top bc cup|swim|the water awaits this longline swim top is made in textured smocked fabric and features a straight neckline and wide straps
1|oversizedfit gathered jacket|on the move|this long jacket has a flair for cool coverage the gently gathered silhouette feels airy in warm weather while waterresistant fabric keeps you covered in light rain
2|everlux highneck train bra medium support cd cup|training|give it your all this highneck bra offers coverage and support while mesh fabric panelling in the back provides ventilation as you train
2|soft ambitions highrise short 4|on the move|the softness you seek is also seeking you these trouserinspired shorts are made from cozy heavyweight fabric
1|soft ambitions highrise short 4|on the move|calling all softness seekersthese trousers have a smooth heavyweight fabric that delivers cozy vibes
1|soft ambitions highrise short 4|on the move|calling all softness seekers these trouserinspired shorts boast a smooth heavyweight fabric that delivers cozy vibes
1|all night large festival bag 10l|on the move|carry what you need and morethis bag holds it all a wide opening makes it easy to find both your essentials and the goods you maybe overpacked
2|lunar new year the fundamental long sleeve shirt|on the move|a classic top built to last lightweight cottony soft fabric keeps you comfortable day after day
1|the fundamental long sleeve shirt|on the move|when tech and comfort collide this wardrobe staple blends cottony soft fabric with abrasionresistant technology for a classic tee thatll last
1|lunar new year the fundamental long sleeve shirt|on the move|when tech and comfort collide this wardrobe staple blends cottony soft fabric with our abrasionresistant and antistink technologies for a classic top thatll last
3|the fundamental long sleeve shirt|on the move|when tech and comfort collide this wardrobe staple blends cottony soft fabric with our abrasionresistant and antistink technologies for a classic top thatll last
1|the fundamental long sleeve shirt|on the move|when tech and comfort collide this wardrobe staple blends cottony soft fabric with abrasionresistant technology for a classic top thatll last
1|cold terrain fleece vest|running|keep endorphins high when the temperatures low this sleek running vest will have your back from trail to track
1|sleek and strong hair ties 6 pack|on the move|tame your pony with these stretchy reflective hair ties
1|BrightJupiter lab wool parka|on the move|max out your coverage in this fishtail parka a back hem slit gives you mobility while waterproof merino woolblend fabric provides warmth and protection from cold weather
1|womens baller hat graphic|on the move|goodbye sweaty forehead this classic ball cap will be your everyday goto
1|city sleek 5 pocket wideleg highrise pant light utilitech|on the move|workdays or weekends inspired by jeans these wideleg fivepocket pants have a sleek feel next to skin
2|BrightJupiter lab highrise run short 8|running|run like the wind these lightweight shorts have slits at the hem and a builtin liner for added mobility and breathability
1|ergonomic patterning maximizes||
1|reflective detail||
2|engineered elements cargo pant 28|training|hit the trails or the court these cargo pants are made with abrasionresistant fabric making them a ready companion for your next outdoor adventure
5|BrightJupiter align hiplength racerback tank top online only|yoga|when feeling nothing is everything the BrightJupiter align collection powered by nulu fabric is so weightless and buttery soft all you feel is your practice
1|urban nomad duffle bag|on the move|made for city adventures this duffle is fully stocked with pockets to take you from gym to office to anywhere
1|vital drive training half tight 10|training|these training shorts are engineered to promote joint and muscle support interior gripping is mapped over major muscle groups to hold tights in place and help stabilize muscles
5|team canada 22 womens transformable parka vest coc logo|on the move|its more than just a warm jacket this convertible parka has removable sections at the hem that transform into travelfriendly accessories for customized coldweather comfort
1|BrightJupiter lab woven highrise barrel leg trouser 26 online only|on the move|these barrelleg joggers hit the sweet spot between comfort and function textured waterrepellent fabric and a relaxed silhouette take your casual look up a notch
1|airsupport bra high support cddd cups online only|running|next level everything powered by ultralu fabric this running bra has a flexible lightweight internal structure that controls all the ways your boobs move
1|key moments keychain mini|on the move|never lose sight of your intentionsor your keys this keychain features a debossed BrightJupiter charm and mini carabiner to clip it onto any bag
1|BrightJupiter lab waterproof shell|on the move|this lightweight jacket gives you room to layer and room to breathea back vent helps keep the air flowing
1|lightweight mesh running halfzip|running|large mesh underarm panels on  this lightweight running half  zip will keep you feeling cool  as the temperature climbs
4|hold tight long sleeve shirt|on the move|this lightweight everyday top has just the right softness just the right stretch and a snug fit that feels like a second skin
1|hold tight ribbed long sleeve shirt|on the move|this lightweight everyday top has just the right softness just the right stretch and a snug fit that feels like a second skin
1|BrightJupiter align midneck bra with cups light support ab|yoga|feels almost as good as savasana this yoga bra powered by weightlessly soft nulu fabric wraps you in buttery softness
3|abc classicfit pant 37 warpstreme online only|on the move|the fivepocket jean reinvented these classicfit pants powered by abc technology give you freedom of movement and allday comfort
1|abc classicfit pant 34 warpstreme|on the move|the fivepocket jean reinvented these classicfit pants are engineered to give you freedom of movement and allday comfort
6|train to be tank top|training|train hard in this soft sweatwicking top its breathable openhole construction helps keep you cool as the intensity picks up
1|train to be tank top|training|train hard in this soft sweatwicking top powered by seamless construction its breathable openhole construction helps keep you cool as the intensity picks up
1|train to be tank top dye|training|train hard in this soft sweatwicking top its breathable openhole construction helps keep you cool as the intensity picks up
1|train to be tank top rain stripe|training|train hard in this soft sweatwicking top its breathable openhole construction helps keep you cool as the intensity picks up
1|train to be seamless tank top|training|train hard in this soft sweatwicking top breathable seamless construction helps keep you cool as the intensity picks up
1|train to be tank silver|training|train hard in this soft sweatwicking tank its breathable openhole construction helps keep you cool as the intensity picks up
1|train to be tank top|on the move|a nice soft tank top with a modern feelperfect for intense training gentle yoga or anything in between
1|nonstop bomber vest online only|on the move|hello there shoulder season got some chills and raindrops planned this lightasair insulated reversible vest cant wait
4|womens fast paced running visor online only|running|the ultimate runinthesun solution this lightweight widebrim visor lets you keep the wind in your hair and the rays off your face
3|womens fast paced running visor online only|running|the ultimate runinthesun solution this widebrim visor lets you keep the wind in your hair and the rays off your face
1|womens fast paced running visor online only|running|get out and stay out this lightweight visor has a wide deep brim for ultimate sun protection during adventures in the great outdoors
4|wunder puff cropped jacket online only|on the move|this wonderfully warm down puffer has a cinchable hem that lets you customize the shape and keep out cold drafts
1|wunder puff cropped jacket|on the move|this wonderfully warm down puffer has a cinchable hem that lets you customize the shape and keep out cold drafts
1|wunder puff cropped jacket online only|on the move|this wonderfully warm down puffer has a cinchable hem that lets you customize the shape and keep out the drafts
1|in the heat jacket|on the move|keep your cool after working up a sweat in this lightweight ventilated jacket with a relaxed fit that wont hold you back
1|groove superhighrise flared pant nulu|on the move|the return of a coveted classicthese highrise flared pants are perfect for your practice and your postpractice look
1|groove superhighrise flared pant nulu|yoga|a coveted classic returns these superhigh rise flared pants are perfect for your practice and your postpractice look
1|wovenair zippered jumpsuit|on the move|make your morning easy with this lightweight wrinkleresistant oneanddone jumpsuit plus its full of pockets so you can leave your bag at home
2|loungeful highrise cropped jogger 78 length|on the move|where ready meets relaxed the loungeful collection is made of soft premium fleece fabrics and laidback silhouettes that redefine your comfort zone
1|fleecelined convertible hiking bucket hat|hiking|hit the trail with options this fleecelined bucket hat has a removable neck gaiter to keep you covered and a detachable face mask for when the dust and wind pick up
2|abc classicfit pant 28 warpstreme online only|on the move|the fivepocket jean reinvented these classicfit pants powered by abc technology give you freedom of movement and allday comfort
1|abc classicfit pant 28 warpstreme online only|on the move|move freely in allday comfort with these classicfit pants inspired by the timeless details of 5pocket jeans
2|waterside squareneck swim top bc cup|swim|theres a lounger by the water with your name on it with an adjustable closure and straps this squareneck swim top lets you find your perfect fit
1|travel packing cubes 3 pack|on the move|pack it up three cubes in three sizes to help keep the clothes in your luggage organized designed with a thin and lightweight fabric they wont take up valuable packing space
1|for the chill of it long sleeve shirt|on the move|demolish your personal best in this longsleeve run top engineered with innovative yarns that keep you feeling cool as you hit your stride
1|for the chill of it long sleeve shirt|on the move|turn up the intensity designed around a bodys heat map this long sleeve features several textures of integrated mesh for ventilation
1|wunder under highrise crop 23 fullon luxtreme manifesto|yoga|lunge ride or flow these versatile crops are designed to fit like a second skinperfect for however you choose to sweat
1|wunder under highrise crop 23 fullon luxtreme|yoga and training|the one that started it all lunge train or flow in the versatile wunder under collection luxtreme fabric makes these crops a sweaty staple
1|wunder under highrise crop 23 fullon luxtreme|yoga and training|the one that started it all lunge train or flow in our versatile wunder under collection luxtreme fabric makes these crops a sweaty staple
1|wunder under highrise crop 23 luxtreme|yoga and training|the one that started it all lunge train or flow in the versatile wunder under collection performance fabric makes these crops a sweaty staple
1|wunder under highrise crop 23 luxtreme|yoga and training|the one that started it all lunge train or flow in our versatile wunder under collection powered by luxtreme fabric these crops are a sweaty staple
1|wunder under highrise crop 23 shine|yoga and training|the one that started it all lunge train or flow in the versatile wunder under collection powered by luxtreme fabric these crops are a sweaty staple
1|crescent tshirt spark|on the move|we added shiny metallic yarns to this version of our crescent tee to add some sparkle to your postpractice routine you wont want to take it off
1|reversible crossover sweater|on the move|step out of savasana and into this reversible mediumweight sweater a boxy silhouette and blousy sleeve give your body room to breathe
2|ribbed contoured vneck yoga short sleeve shirt|yoga|from sun salutations to restful moments in savasana this yoga top flows with you the flexible ribbed texture with a cool smooth sensation feels great next to your skin
1|lightweight training short sleeve shirt|training|ready set sweat made from lightweight and abrasionresistant fabric this tee is here to get you through the toughest training sessions
1|relaxed midrise cargo pant|on the move|going places sleek wrinklefree fabric and plenty of storage options make these pants travel ready no matter the destination
1|relaxed midrise cargo pant|on the move|going places sleek wrinklefree fabric and plenty of storage options make these pants travelready no matter the destination
2|la asymmetrical cinched tank top|on the move|a reputation a vibe a way of life designed in la for you a cinchable drawcord on this asymmetrical tank lets you choose the length you want and change it up on the go
1|commission slimfit pant 28 wovenair|on the move|a classic chino done our way these pants powered by abc technology come equipped with hidden pockets and stretchy fabric to keep up with your daily agenda
1|long horizons hoodie|on the move|wherever youre heading stay comfortable and covered in this long cozy hoodie
1|fleece insulated vest|on the move|this vest takes cozy seriously with bodymapped panels of primaloft insulation and textured fleece fabric itll give you that warm and fuzzy feeling indoors and out
1|forever warm jacket|on the move|embrace unpredictable weather in this reversible insulated jacket wear the quilted side out to stay warm and when the weather turns wet turn it to the waterrepellent side
1|on the go poncho|on the move|wear this poncho with the zipper diagonally for an asymmetrical look or up the front to make it boxy either way you wont want to take it off
1|fringe fighter headband luxtreme|training|you asked we listened this reversible headband is the same fringe fighter you know and love now with a wider band for more coverage
1|womens fringe fighter headband shine|training|you asked we listened this reversible headband is the same fringe fighter you know and love now with a wider band for more coverage
1|power y tank top luxtreme|yoga|one and done this skinnystrap racerback tank has builtin supportperfect for yoga and studio classes
7|inner glow highrise short 3|on the move|sunny days with nothing to do but relax these soft effortless shorts get it
1|limited edition inner glow highrise short 3|on the move|sunny days with nothing to do but relax these soft effortless shorts get it
1|inner glow highrise short 3 modal|on the move|enjoy some rest and relaxation in these soft and effortlessly comfortable shorts
1|BrightJupiter lab run short sleeve shirt|running|blaze your trail this ultralightweight run tee is made with opaque mesh fabric to keep the air flowing
1|commission classicfit pant 30 warpstreme online only|on the move|the 5pocket jean reinvented these classicfit pants are engineered to give you freedom of movement and allday comfort
2|commission classicfit pant 30 warpstreme online only|on the move|a classic chino done our way these pants powered by abc technology come equipped with hidden pockets and stretchy fabric to keep up with your daily agenda
1|waterside ribbed highwaist full swim bottom|swim|just add sunshine these swim bottoms have the coverage and cut youll want to hang out in all day
1|scoopback nulu midi dress|on the move|make your day feel effortless made from our butterysoft nulu fabric this sleek dress is easy to slip on after class for an instantly pulledtogether look
2|cottoncashmere knit wrap|on the move|bring some sophistication to your sweater game with this shawl collar wrap wear it long and loose or tie it at the waist with the removable belt
1|glyde velvet fleece hat|on the move|pop on this waterrepellent hat to keep warm and dry on chilly days just because its cold out doesnt mean you have to be
1|BrightJupiter lab sarala jumpsuit|on the move|layer this jumpsuit over your gear or wear it on its own secure storage supersoft fabric and a closetobody fit keep it streamlined
1|underease superhighrise shortie underwear 2 pack|on the move|the ones youll reach for these soft underwear move with you and dont dig in
2|wunder puff waist jacket|on the move|this wonderfully warm down puffer has a removable belt and hem cinch so you can customize the shape and keep out cold drafts
2|BrightJupiter x madhappy swift speed tight 25|running|as reliable as your favourite run route powered by our supportive luxtreme fabric these tights always deliver with lots of pockets and a hit of reflectivity
1|texture play crew sweater|on the move|pillowy textured tufts make this warm sweater a little more soft and a lot more cozy
1|womens textured fleece gloves tech|on the move|fight the frost in these supersoft gloves textured fleece on the outside and lightweight quickdrying fleece on the inside keep the freeze from reaching your fingers
1|ribbed modalsilk blend long sleeve shirt|on the move|keep the feeling going throw on this smooth silkysoft long sleeve after yoga class to keep those good vibes alive the rest of your day will thank you
1|BrightJupiter lab daily short sleeve shirt spray dye|on the move|an elevated take on a classic this tshirt is made with unique mesh fabric patterning throughout to give you maximum breathability on warm city days
2|cold pursuit beanie|on the move|in pursuit of cold days this chunkyrib knit beanie can be worn slouchy or cuffedeither way its warm
9|invigorate highrise crop 17 online only|training|focus on your strength not your sweat powered by everlux our fastest drying fabric the highly breathable invigorate collection handles heat and sweat during intense workouts
1|license to train fitted long sleeve|training|go all out this training top gives you lockedin support and distractionfree construction so you can focus on powering through your workout
4|future legacy crossbody bag|on the move|small bag big impact this bag has room for your keys cards and phone every purchase supports canadian athletes through the canadian olympic foundationparalympic foundation
1|fleece back softshell jacket|on the move|stay warm in the cold with this versatile jacket that can be worn under a coat or on its own its your call
1|BrightJupiter lab camp collar shirt|on the move|laidback vibes tailored for  a relaxed fit this shirt  provides breathable coverage  for warm days and nights
7|free to be elevated bra light support ddddde cup online only|yoga|you can have it all coverage for dd to ddd cups up front and a strappy open back that allows full range of motion
7|BrightJupiter align long sleeve shirt online only|yoga|when feeling nothing is everything the BrightJupiter align collection powered by nulu fabric is so weightless and buttery soft all you feel is your practice
1|BrightJupiter align long sleeve shirt shine|yoga|when feeling nothing is everything the BrightJupiter align collection powered by nulu fabric is so weightless and buttery soft all you feel is your practice
1|tied waist halfzip track jacket|on the move|an artful tie at the waist brings an elevated touch to this track jacket plus its made from waterrepellent fabric so even rainy days wont get you down
1|classicfit cottonblend dress|on the move|an everyday essential elevated a soft blend of cotton lyocell and linen makes this stretchy dress a first choice any day of the week
1|power thru highrise short 6 colour seam|training|smash intense workouts in these slick training shorts made of fabric that helps resist snags from equipment theyre as tough as you are
1|textured fleece embroidered logo tshirt|on the move|snuggle time has arrived this tee has cozy fleece fabric you cant take your hands off and a relaxed silhouette youll want to wear all week
1|mens license to train hat|training|gear as tough as your  workouts this  abrasionresistant hat uses a  unique fit technology to  eliminate distractions so you  can focus on every lift
1|mens license to train hat|training|gear as tough as your workouts this abrasionresistant hat uses a unique fit technology to eliminate distractions so you can focus on every lift
1|the fundamental pocket tshirt|on the move|when tech and comfort collide this wardrobe staple blends cottony soft fabric with our abrasionresistant and antistink technologies for a tee thatll last
2|luxtreme long sleeve shirt online only|on the move|your new goto shirt has arrived with sleek yet stretchy fabric minimal seams and antistink technology this shirt can go pretty much anywhere
2|strong lines bra medium support bc cup|training|hit the gym in this longline bra its made with performance yarns that resist abrasion from barbells or chesttodeck burpees
1|open back ribbed long sleeve shirt|on the move|with a breezy open back and cinchable tie a new favourite outfit starts with this soft ribbed top
9|BrightJupiter align highrise crop with pockets 23|yoga|when feeling nothing is everything powered by nulu fabric this version of our BrightJupiter align pant still feels weightless and butterysoft with added pockets for essentials
1|BrightJupiter align highrise crop with pockets 20|yoga|when feeling nothing is everything powered by nulu fabric this version of our BrightJupiter align crop still feels weightless and butterysoft with added pockets
1|BrightJupiter align highrise crop with pockets 23|yoga|powered by nulu fabric this version of our BrightJupiter align crop still feels weightless and butterysoft with added pockets to hold your essentials during your practice
1|BrightJupiter align highrise crop with pockets 20|yoga|when feeling nothing is everything powered by nulu fabric this version of our BrightJupiter align crop still feels weightless and butterysoft with added pockets for essentials
2|BrightJupiter align highrise crop with pockets 20|yoga|when feeling nothing is everything powered by nulu fabric this version of our BrightJupiter align pant still feels weightless and butterysoft with added pockets for essentials
2|BrightJupiter align highrise crop with pockets 23|yoga|when feeling nothing is everything powered by nulu fabric this version of our BrightJupiter align crop still feels weightless and butterysoft with added pockets for essentials
